freq,cost,iteration
0.0,5.0,101
0.0,5.0,102
0.01,4.0,103
0.0,4.0,104
0.035,5.0,105
0.015,5.0,106
0.01,5.0,107
0.01,5.0,108
0.0,5.0,109
0.0,5.0,110
0.015,5.0,111
0.01,5.0,112
0.025,5.0,113
0.01,5.0,114
0.01,4.0,115
0.0,4.0,116
0.0,4.0,117
0.0,4.0,118
0.0,4.0,119
0.0,4.0,120
0.0,4.0,121
0.0,4.0,122
0.0,4.0,123
0.0,4.0,124
0.0,4.0,125
0.0,4.0,126
0.0,4.0,127
0.0,4.0,128
0.0,4.0,129
0.0,4.0,130
0.0,4.0,131
0.01,5.0,132
0.03,5.0,133
0.02,5.0,134
0.01,4.0,135
0.04,4.0,136
0.02,4.0,137
0.0,4.0,138
0.03,5.0,139
0.0,5.0,140
0.0,5.0,141
0.0,5.0,142
0.0,5.0,143
0.0,5.0,144
0.05,3.0,145
0.0,3.0,146
0.0,3.0,147
0.0,3.0,148
0.0,3.0,149
0.0,3.0,150
0.0,3.0,151
0.0,3.0,152
0.0,3.0,153
0.0,3.0,154
0.0,3.0,155
0.0,3.0,156
0.0,3.0,157
0.0,3.0,158
0.03,8.0,159
0.04,9.0,160
0.03,8.0,161
0.0,8.0,162
0.0,8.0,163
0.0,8.0,164
0.0,8.0,165
0.0,8.0,166
0.0,8.0,167
0.0,8.0,168
0.01,10.0,169
0.01,4.0,170
0.01,10.0,171
0.005,10.0,172
0.02,11.0,173
0.035,10.0,174
0.02,4.0,175
0.0,4.0,176
0.03,9.0,177
0.02,4.0,178
0.015,9.0,179
0.025,4.0,180
0.015,9.0,181
0.015,9.0,182
0.03,4.0,183
0.02,7.0,184
0.0,7.0,185
0.01,7.0,186
0.02,7.0,187
0.035,7.0,188
0.02,6.0,189
0.015,6.0,190
0.005,6.0,191
0.015,6.0,192
0.0,6.0,193
0.025,6.0,194
0.005,6.0,195
0.02,7.0,196
0.03,9.0,197
0.01,9.0,198
0.0,9.0,199
0.02,11.0,200
0.02,8.0,201
0.04,11.0,202
0.04,10.0,203
0.02,7.0,204
0.03,6.0,205
0.0,6.0,206
0.0,6.0,207
0.0,6.0,208
0.0,6.0,209
0.0,6.0,210
0.0,6.0,211
0.0,6.0,212
0.0,6.0,213
0.0,6.0,214
0.0,6.0,215
0.0,6.0,216
0.01,11.0,217
0.01,10.0,218
0.0,10.0,219
0.0,10.0,220
0.0,10.0,221
0.0,10.0,222
0.0,10.0,223
0.0,10.0,224
0.0,10.0,225
0.0,10.0,226
0.0,10.0,227
0.0,10.0,228
0.0,10.0,229
0.0,10.0,230
0.01,5.0,231
0.005,5.0,232
0.03,5.0,233
0.035,7.0,234
0.01,7.0,235
0.01,6.0,236
0.0,6.0,237
0.0,6.0,238
0.0,6.0,239
0.0,6.0,240
0.03,3.0,241
0.03,3.0,242
0.0,3.0,243
0.01,3.0,244
0.01,3.0,245
0.0,3.0,246
0.0,3.0,247
0.035,3.0,248
0.02,3.0,249
0.025,3.0,250
0.005,3.0,251
0.025,3.0,252
0.01,3.0,253
0.01,3.0,254
0.01,3.0,255
0.0,3.0,256
0.0,3.0,257
0.0,3.0,258
0.0,3.0,259
0.0,3.0,260
0.0,3.0,261
0.0,3.0,262
0.0,3.0,263
0.0,3.0,264
0.0,3.0,265
0.0,3.0,266
0.0,3.0,267
0.0,3.0,268
0.0,3.0,269
0.0,3.0,270
0.0,3.0,271
0.0,3.0,272
0.01,4.0,273
0.005,4.0,274
0.035,10.0,275
0.02,4.0,276
0.06,8.0,277
0.0,8.0,278
0.0,8.0,279
0.02,4.0,280
0.0,4.0,281
0.01,4.0,282
0.01,4.0,283
0.015,4.0,284
0.015,5.0,285
0.035,6.0,286
0.0,6.0,287
0.05,5.0,288
0.015,5.0,289
0.04,5.0,290
0.0,5.0,291
0.01,6.0,292
0.0,6.0,293
0.0,6.0,294
0.0,6.0,295
0.025,7.0,296
0.005,7.0,297
0.05,5.0,298
0.0,5.0,299
0.0,5.0,300
0.01,6.0,301
0.0,6.0,302
0.0,6.0,303
0.0,6.0,304
0.0,6.0,305
0.02,6.0,306
0.03,7.0,307
0.03,7.0,308
0.03,6.0,309
0.0,6.0,310
0.0,6.0,311
0.02,6.0,312
0.01,6.0,313
0.025,7.0,314
0.035,5.0,315
0.01,5.0,316
0.0,5.0,317
0.005,6.0,318
0.015,5.0,319
0.015,5.0,320
0.025,5.0,321
0.0,5.0,322
0.005,5.0,323
0.0,5.0,324
0.02,7.0,325
0.0,7.0,326
0.005,5.0,327
0.005,5.0,328
0.025,6.0,329
0.0,6.0,330
0.0,6.0,331
0.005,5.0,332
0.005,5.0,333
0.0,5.0,334
0.005,5.0,335
0.005,5.0,336
0.02,7.0,337
0.005,5.0,338
0.005,6.0,339
0.02,6.0,340
0.02,6.0,341
0.0,6.0,342
0.01,6.0,343
0.01,6.0,344
0.01,6.0,345
0.02,5.0,346
0.0,5.0,347
0.0,5.0,348
0.0,5.0,349
0.0,5.0,350
0.0,5.0,351
0.0,5.0,352
0.0,5.0,353
0.0,5.0,354
0.02,7.0,355
0.06,6.0,356
0.02,4.0,357
0.01,9.0,358
0.02,9.0,359
0.01,8.0,360
0.0,8.0,361
0.005,8.0,362
0.0,8.0,363
0.0,8.0,364
0.005,8.0,365
0.0,8.0,366
0.005,8.0,367
0.005,8.0,368
0.0,8.0,369
0.01,7.0,370
0.01,5.0,371
0.005,8.0,372
0.005,8.0,373
0.0,8.0,374
0.005,8.0,375
0.0,8.0,376
0.0,8.0,377
0.005,9.0,378
0.005,8.0,379
0.0,8.0,380
0.005,8.0,381
0.01,8.0,382
0.0,8.0,383
0.005,8.0,384
0.0,8.0,385
0.005,8.0,386
0.005,8.0,387
0.0,8.0,388
0.005,9.0,389
0.0,9.0,390
0.005,8.0,391
0.025,5.0,392
0.05,4.0,393
0.01,3.0,394
0.0,3.0,395
0.0,3.0,396
0.0,3.0,397
0.0,3.0,398
0.005,8.0,399
0.0,8.0,400
0.0,8.0,401
0.005,8.0,402
0.005,8.0,403
0.005,8.0,404
0.0,8.0,405
0.005,8.0,406
0.005,8.0,407
0.02,9.0,408
0.0,9.0,409
0.01,9.0,410
0.03,10.0,411
0.0,10.0,412
0.0,10.0,413
0.02,11.0,414
0.01,10.0,415
0.02,10.0,416
0.01,8.0,417
0.0,8.0,418
0.0,8.0,419
0.0,8.0,420
0.0,8.0,421
0.0,8.0,422
0.0,8.0,423
0.0,8.0,424
0.0,8.0,425
0.0,8.0,426
0.0,8.0,427
0.0,8.0,428
0.0,8.0,429
0.0,8.0,430
0.0,8.0,431
0.0,8.0,432
0.0,8.0,433
0.0,8.0,434
0.0,8.0,435
0.0,8.0,436
0.0,8.0,437
0.0,8.0,438
0.0,8.0,439
0.0,8.0,440
0.0,8.0,441
0.0,8.0,442
0.0,8.0,443
0.0,8.0,444
0.0,8.0,445
0.0,8.0,446
0.0,8.0,447
0.0,8.0,448
0.0,8.0,449
0.0,8.0,450
0.0,8.0,451
0.0,8.0,452
0.0,8.0,453
0.0,8.0,454
0.0,8.0,455
0.0,8.0,456
0.0,8.0,457
0.0,8.0,458
0.0,8.0,459
0.015,9.0,460
0.03,9.0,461
0.005,8.0,462
0.0,8.0,463
0.0,8.0,464
0.0,8.0,465
0.0,8.0,466
0.0,8.0,467
0.0,8.0,468
0.0,8.0,469
0.0,8.0,470
0.0,8.0,471
0.0,8.0,472
0.0,8.0,473
0.0,8.0,474
0.0,8.0,475
0.0,8.0,476
0.0,8.0,477
0.0,8.0,478
0.0,8.0,479
0.0,8.0,480
0.0,8.0,481
0.0,8.0,482
0.0,8.0,483
0.0,8.0,484
0.0,8.0,485
0.01,7.0,486
0.0,7.0,487
0.0,7.0,488
0.0,7.0,489
0.0,7.0,490
0.0,7.0,491
0.0,7.0,492
0.0,7.0,493
0.0,7.0,494
0.0,7.0,495
0.0,7.0,496
0.0,7.0,497
0.0,7.0,498
0.0,7.0,499
0.0,7.0,500
0.0,7.0,501
0.0,7.0,502
0.0,7.0,503
0.0,7.0,504
0.0,7.0,505
0.0,7.0,506
0.0,7.0,507
0.0,7.0,508
0.0,7.0,509
0.035,7.0,510
0.005,7.0,511
0.02,7.0,512
0.01,6.0,513
0.005,6.0,514
0.005,6.0,515
0.025,7.0,516
0.015,7.0,517
0.01,7.0,518
0.035,4.0,519
0.055,4.0,520
0.04,8.0,521
0.025,7.0,522
0.005,7.0,523
0.0,7.0,524
0.01,8.0,525
0.0,8.0,526
0.02,7.0,527
0.02,7.0,528
0.025,6.0,529
0.0,6.0,530
0.0,6.0,531
0.0,6.0,532
0.0,6.0,533
0.0,6.0,534
0.0,6.0,535
0.0,6.0,536
0.0,6.0,537
0.0,6.0,538
0.0,6.0,539
0.0,6.0,540
0.0,6.0,541
0.0,6.0,542
0.0,6.0,543
0.0,6.0,544
0.0,6.0,545
0.0,6.0,546
0.0,6.0,547
0.0,6.0,548
0.0,6.0,549
0.0,6.0,550
0.0,6.0,551
0.0,6.0,552
0.0,6.0,553
0.0,6.0,554
0.0,6.0,555
0.0,6.0,556
0.0,6.0,557
0.0,6.0,558
0.03,3.0,559
0.0,3.0,560
0.0,3.0,561
0.01,6.0,562
0.0,6.0,563
0.0,6.0,564
0.01,7.0,565
0.015,7.0,566
0.015,7.0,567
0.02,6.0,568
0.035,6.0,569
0.0,6.0,570
0.02,7.0,571
0.05,10.0,572
0.08,9.0,573
0.015,9.0,574
0.025,6.0,575
0.02,6.0,576
0.015,6.0,577
0.015,7.0,578
0.02,6.0,579
0.01,6.0,580
0.0,6.0,581
0.01,6.0,582
0.0,6.0,583
0.01,6.0,584
0.0,6.0,585
0.015,6.0,586
0.035,6.0,587
0.03,6.0,588
0.0,6.0,589
0.0,6.0,590
0.0,6.0,591
0.01,7.0,592
0.0,7.0,593
0.025,7.0,594
0.005,7.0,595
0.045,8.0,596
0.04,8.0,597
0.045,7.0,598
0.025,7.0,599
0.04,7.0,600
0.045,7.0,601
0.0,7.0,602
0.035,4.0,603
0.005,4.0,604
0.01,4.0,605
0.0,4.0,606
0.01,4.0,607
0.045,5.0,608
0.015,4.0,609
0.0,4.0,610
0.0,4.0,611
0.0,4.0,612
0.0,4.0,613
0.0,4.0,614
0.0,4.0,615
0.0,4.0,616
0.0,4.0,617
0.0,4.0,618
0.01,4.0,619
0.0,4.0,620
0.0,4.0,621
0.0,4.0,622
0.01,5.0,623
0.01,4.0,624
0.025,5.0,625
0.005,5.0,626
0.005,5.0,627
0.005,4.0,628
0.0,4.0,629
0.0,4.0,630
0.0,4.0,631
0.0,4.0,632
0.0,4.0,633
0.0,4.0,634
0.0,4.0,635
0.0,4.0,636
0.0,4.0,637
0.0,4.0,638
0.01,5.0,639
0.01,5.0,640
0.005,4.0,641
0.005,4.0,642
0.005,4.0,643
0.0,4.0,644
0.0,4.0,645
0.005,5.0,646
0.01,5.0,647
0.01,5.0,648
0.04,6.0,649
0.01,6.0,650
0.01,6.0,651
0.01,5.0,652
0.0,5.0,653
0.0,5.0,654
0.0,5.0,655
0.0,5.0,656
0.0,5.0,657
0.0,5.0,658
0.0,5.0,659
0.0,5.0,660
0.0,5.0,661
0.005,6.0,662
0.0,6.0,663
0.005,6.0,664
0.0,6.0,665
0.025,6.0,666
0.005,6.0,667
0.0,6.0,668
0.005,6.0,669
0.01,6.0,670
0.005,6.0,671
0.005,6.0,672
0.01,6.0,673
0.005,5.0,674
0.0,5.0,675
0.0,5.0,676
0.0,5.0,677
0.0,5.0,678
0.0,5.0,679
0.0,5.0,680
0.0,5.0,681
0.0,5.0,682
0.0,5.0,683
0.0,5.0,684
0.0,5.0,685
0.0,5.0,686
0.0,5.0,687
0.0,5.0,688
0.0,5.0,689
0.0,5.0,690
0.0,5.0,691
0.0,5.0,692
0.0,5.0,693
0.0,5.0,694
0.0,5.0,695
0.0,5.0,696
0.0,5.0,697
0.0,5.0,698
0.025,6.0,699
0.0,6.0,700
0.02,5.0,701
0.01,5.0,702
0.0,5.0,703
0.005,5.0,704
0.01,5.0,705
0.01,5.0,706
0.01,5.0,707
0.0,5.0,708
0.02,5.0,709
0.0,5.0,710
0.03,5.0,711
0.0,5.0,712
0.0,5.0,713
0.0,5.0,714
0.0,5.0,715
0.0,5.0,716
0.01,5.0,717
0.0,5.0,718
0.01,5.0,719
0.0,5.0,720
0.0,5.0,721
0.01,5.0,722
0.0,5.0,723
0.01,5.0,724
0.035,5.0,725
0.01,4.0,726
0.01,4.0,727
0.015,4.0,728
0.0,4.0,729
0.01,4.0,730
0.01,5.0,731
0.0,5.0,732
0.01,4.0,733
0.0,4.0,734
0.005,4.0,735
0.025,4.0,736
0.01,4.0,737
0.0,4.0,738
0.0,4.0,739
0.0,4.0,740
0.0,4.0,741
0.0,4.0,742
0.0,4.0,743
0.0,4.0,744
0.0,4.0,745
0.0,4.0,746
0.0,4.0,747
0.01,4.0,748
0.0,4.0,749
0.01,4.0,750
0.03,4.0,751
0.0,4.0,752
0.005,4.0,753
0.0,4.0,754
0.015,5.0,755
0.01,4.0,756
0.0,4.0,757
0.0,4.0,758
0.0,4.0,759
0.0,4.0,760
0.0,4.0,761
0.0,4.0,762
0.0,4.0,763
0.0,4.0,764
0.0,4.0,765
0.0,4.0,766
0.0,4.0,767
0.02,4.0,768
0.0,4.0,769
0.0,4.0,770
0.0,4.0,771
0.0,4.0,772
0.0,4.0,773
0.0,4.0,774
0.0,4.0,775
0.0,4.0,776
0.0,4.0,777
0.0,4.0,778
0.0,4.0,779
0.0,4.0,780
0.0,4.0,781
0.0,4.0,782
0.0,4.0,783
0.0,4.0,784
0.0,4.0,785
0.0,4.0,786
0.0,4.0,787
0.0,4.0,788
0.0,4.0,789
0.0,4.0,790
0.0,4.0,791
0.0,4.0,792
0.0,4.0,793
0.0,4.0,794
0.0,4.0,795
0.0,4.0,796
0.0,4.0,797
0.0,4.0,798
0.0,4.0,799
0.0,4.0,800
0.0,4.0,801
0.0,4.0,802
0.0,4.0,803
0.0,4.0,804
0.0,4.0,805
0.0,4.0,806
0.0,4.0,807
0.0,4.0,808
0.01,5.0,809
0.0,5.0,810
0.0,5.0,811
0.0,5.0,812
0.0,5.0,813
0.0,5.0,814
0.0,5.0,815
0.0,5.0,816
0.0,5.0,817
0.0,5.0,818
0.01,5.0,819
0.01,5.0,820
0.0,5.0,821
0.01,6.0,822
0.03,6.0,823
0.02,6.0,824
0.02,6.0,825
0.01,6.0,826
0.0,6.0,827
0.0,6.0,828
0.0,6.0,829
0.0,6.0,830
0.01,6.0,831
0.01,6.0,832
0.015,5.0,833
0.015,5.0,834
0.0,5.0,835
0.01,4.0,836
0.0,4.0,837
0.015,5.0,838
0.005,5.0,839
0.0,5.0,840
0.0,5.0,841
0.0,5.0,842
0.01,4.0,843
0.0,4.0,844
0.0,4.0,845
0.0,4.0,846
0.01,5.0,847
0.01,4.0,848
0.01,5.0,849
0.02,4.0,850
0.0,4.0,851
0.0,4.0,852
0.0,4.0,853
0.0,4.0,854
0.02,5.0,855
0.01,4.0,856
0.0,4.0,857
0.0,4.0,858
0.0,4.0,859
0.0,4.0,860
0.0,4.0,861
0.0,4.0,862
0.0,4.0,863
0.0,4.0,864
0.0,4.0,865
0.0,4.0,866
0.0,4.0,867
0.0,4.0,868
0.0,4.0,869
0.0,4.0,870
0.0,4.0,871
0.0,4.0,872
0.0,4.0,873
0.0,4.0,874
0.0,4.0,875
0.0,4.0,876
0.0,4.0,877
0.0,4.0,878
0.0,4.0,879
0.0,4.0,880
0.0,4.0,881
0.0,4.0,882
0.0,4.0,883
0.0,4.0,884
0.0,4.0,885
0.0,4.0,886
0.0,4.0,887
0.0,4.0,888
0.0,4.0,889
0.0,4.0,890
0.0,4.0,891
0.0,4.0,892
0.0,4.0,893
0.0,4.0,894
0.0,4.0,895
0.02,5.0,896
0.0,5.0,897
0.0,5.0,898
0.0,5.0,899
0.0,5.0,900
0.0,5.0,901
0.01,4.0,902
0.01,3.0,903
0.035,4.0,904
0.025,6.0,905
0.02,6.0,906
0.05,4.0,907
0.0,4.0,908
0.0,4.0,909
0.0,4.0,910
0.0,4.0,911
0.0,4.0,912
0.0,4.0,913
0.0,4.0,914
0.0,4.0,915
0.0,4.0,916
0.0,4.0,917
0.0,4.0,918
0.0,4.0,919
0.0,4.0,920
0.0,4.0,921
0.0,4.0,922
0.0,4.0,923
0.0,4.0,924
0.0,4.0,925
0.0,4.0,926
0.0,4.0,927
0.0,4.0,928
0.0,4.0,929
0.0,4.0,930
0.0,4.0,931
0.0,4.0,932
0.0,4.0,933
0.0,4.0,934
0.0,4.0,935
0.0,4.0,936
0.01,4.0,937
0.0,4.0,938
0.0,4.0,939
0.0,4.0,940
0.0,4.0,941
0.0,4.0,942
0.0,4.0,943
0.0,4.0,944
0.0,4.0,945
0.0,4.0,946
0.015,5.0,947
0.005,5.0,948
0.02,6.0,949
0.035,6.0,950
0.005,6.0,951
0.02,6.0,952
0.07,5.0,953
0.015,5.0,954
0.015,4.0,955
0.01,4.0,956
0.02,3.0,957
0.01,3.0,958
0.0,3.0,959
0.01,3.0,960
0.0,3.0,961
0.0,3.0,962
0.0,3.0,963
0.01,3.0,964
0.0,3.0,965
0.0,3.0,966
0.03,3.0,967
0.0,3.0,968
0.03,3.0,969
0.025,3.0,970
0.025,3.0,971
0.0,3.0,972
0.005,3.0,973
0.005,3.0,974
0.015,3.0,975
0.005,3.0,976
0.0,3.0,977
0.01,3.0,978
0.02,3.0,979
0.02,3.0,980
0.0,3.0,981
0.01,3.0,982
0.02,3.0,983
0.0,3.0,984
0.0,3.0,985
0.03,3.0,986
0.0,3.0,987
0.015,4.0,988
0.005,4.0,989
0.03,5.0,990
0.01,4.0,991
0.0,4.0,992
0.0,4.0,993
0.0,4.0,994
0.0,4.0,995
0.0,4.0,996
0.0,4.0,997
0.0,4.0,998
0.0,4.0,999
0.0,4.0,1000
